Product Unique ID,Product Category,Product Title,Product Description,Product Condition,Product Brand,Product Material,Variation Unique ID,Variation Size,Variation Color,Variation Quantity,Starting Bid,Buy Now Price,Retail Price,Target Price,Shipping Price,Ships From Country,Shipping Weight In Ounces,Days To Process Order,Days To Deliver,Expedited Shipping Price,Expedited Delivery Time,Buy One Get One Price,Accessory Price,Accessory Description,Primary Image URL,Extra Image URL 1,Extra Image URL 2,Extra Image URL 3,Extra Image URL 4,Status,bought,reminder,ratings
17743997,Jewelry | Jewelry,Italian 18K Rose Gold Plated Oval Crystal Offset Champagne Plated CZ Top Quality Ring,"This is really pretty and sparkly Great size center stone solitaire swirled with AAAAA Clear  Austrian CZ Crystals  Two tier shank for a dramatic statement.

  Pristine faceted cut allows light to deflect and sparkle from any angle. 

Rose Gold Plated to achieve elegance and class. 
This can be used as an engagement ring , wedding band, or simply bling for your finger. 
Made of cooper and plated with rose gold to add resistance to tarnish. 

Intricate high polish creates glamorous reflections and adds a luxurious look to this ring. 


Size 8 Only ***",New with Tags,,Rose Gold Plated,17743997,,,,1,125.0,225.0,,0.0,,,,,,,,,,https://images.tophatter.com/552c83c83d2b77b00b230a4875dbea1d/large.jpg,https://images.tophatter.com/5638238902f8a09bce4b5b122d2e1807/large.jpg,https://images.tophatter.com/27b2c53b0ad8763fe6272b87fa46ccd2/large.jpg,https://images.tophatter.com/b606a5234e680eeda40df17b751bb921/large.jpg,,Enabled,100+,68,4.5
53915632,Jewelry | Jewelry,4.0 ctw Natural White Sapphire Filigree Ring In 14K White Gold Filled.,"Metal Type: 14K White Gold Filled 
Gemstone: 4.0 Carat Genuine White Sapphire Gem
Width: 1/2 inch 
Weight: 4 Grams 
SKU: FJU NB 714",New with Tags,,White Gold Filled,53915632,,,,1,210.0,520.0,,3.0,,,,,,,,,,https://images.tophatter.com/01cbdb73a5fc2eb7cd53f4d3baa8f23c/large.jpg,https://images.tophatter.com/92f6213df5aa588301681c06855ff7d4/large.jpg,https://images.tophatter.com/7a2abc5066cbd3f074aa760f641f062a/large.jpg,https://images.tophatter.com/6aabde2302bb245a8f2ad1246f633c8d/large.jpg,,Enabled,0,43,0
52528017,Jewelry | Jewelry,925 Sterling Silver Solitaire Engagement Ring Size 7-10,925 Sterling Silver Solitaire Engagement Ring Size 7-10,New,,Sterling Silver,52528017,,,,1,29.0,297.0,,4.0,,,,,,,9,,,https://images.tophatter.com/7f61ca4dfc3712006aea26879ea84139/large.jpg,https://images.tophatter.com/498774040d6bb937d171d002de4198e3/large.jpg,https://images.tophatter.com/ba2be2b7c74b48651d44e08f78a32a3a/large.jpg,https://images.tophatter.com/43bbda002b5efcc3c6277be87ef2f119/large.jpg,,Enabled,0,75,4.0
38995495,Jewelry | Jewelry,Silver-plated inlaid turquoise ring,"Size:6# 7# 8# 9#

1,Inlaid high-quality crystal

2,100% in-kind shooting

3,Exquisite workmanship, comprehensive polishing process, the surface is smooth

4,Environmental gold-plated jewelry, in line with EU environmental standards, will not cause skin allergies, wearing safety

Each woman is unique temperament,
Can be sexy, can be generous,can be casual and frank,
Temperament is a connotation of performance, the performance of an accomplishment,like butterflies, flowers, stars,any illusion in our mind.
They are different in every possible way to show their style, unique qualities.
From the inside out natural temperament
Make a woman more refined, proud bloom, showing off beautiful for all the world.
That is the mission of my jewelry,the love of each jewelry.",New,,Alloy Metal,38995495,,,,1,18.0,219.0,,0.0,,,,,,,5,,,https://images.tophatter.com/2c08bdf5f2c1a9ea8eed5a9a23db8dbb/large.jpg,https://images.tophatter.com/34e78cebbbb3efcfb6a5ca4f5fd89b18/large.jpg,,,,Enabled,30+,50,5.0
45362882,Jewelry | Jewelry,Stunning 4 prong Solitaire with 0.5 Carat Main Stone Engagement /Wedding/Promise White Gold filled Ring,"?	Handmade item
        Stone Dimensions : 4x6mm
?	Occasion: Engagement
?	Primary color: White
?	Materials:?925 Sterling Silver, White Gold Filled
?
This breathtaking piece has been hand-crafted brilliantly. Finest cutting using the highest quality standards and have?more facets to achieve the eye-catching sparkle that sets them apart. Superior cutting, faceting and polishing techniques ensure that reflects light and shines.

¡ô?Stone Dimensions: 4x6mm
¡ô?Style: 4 Prong Solitaire
¡ô?Approximate Band Width: 2mm
¡ô?Shape: Brilliant Cut
¡ô?Stone: Flawless D Color Man Made 


Ring Size: If your size is not available, we may be able to custom size it for you. Please contact us for more information and pricing.",New,,White Gold Filled,45362882,,,,1,45.0,1599.0,,0.0,,,,,,,14,,,https://images.tophatter.com/f243375dbfbf62509affe8a937e9d7dd/large.jpg,https://images.tophatter.com/46bc416a67307f818b087c114600609e/large.jpg,https://images.tophatter.com/c561de960f342316c42400f0e64ec0a0/large.jpg,https://images.tophatter.com/ddefbe1b7d6fe115d11e8d337055b31c/large.jpg,,Enabled,700+,180,4.5
47680076,Jewelry | Jewelry,2.00 Carat Sterling Silver Genuine White Topaz Necklace,"2 Carat 18K Sterling Silver Necklace, Pendant Dimension: 5mm, 4 Prong Setting, Come with 18"" Gold Chain Necklace,  Includes Velvet Gift Pouch",New,,Sterling Silver,47680076,,,,1,15.0,299.0,,0.0,,,,,,,6,,,https://images.tophatter.com/19556d033b00a5e71874ce7dc2ced0bf/large.jpg,https://images.tophatter.com/3bb0d5c2dbb359f681137d4d92a09ca2/large.jpg,https://images.tophatter.com/7da8f1e879a26d71c079f29be1698388/large.jpg,https://images.tophatter.com/809b1fc83053a39703ff834d96fef89a/large.jpg,,Enabled,10+,234,4.0
29569786,Jewelry | Jewelry,Sterling Silver Graduated Genuine White Topaz 5-Gemstone Ring SZ5,Sterling Silver Graduated Genuine White Topaz 5-Gemstone Ring SZ5,New,,Sterling Silver,29569786,,,,1,200.0,500.0,,4.0,,,,,,,,,,https://images.tophatter.com/8ff8d44b359dab931a7695e14f8c2244/large.jpg,https://images.tophatter.com/54b561f37a246b7024ed50bd3e23575e/large.jpg,https://images.tophatter.com/2d54a95213626304643a4e5ab964f54e/large.jpg,,,Enabled,80+,1211,4.5
53273320,Jewelry | Jewelry,"5pcs of 18 inches White Gold plated chains, random styles sent","100% Brand New
Length:18 inches
Color: White Gold
Nickel Free No harm to who is Allergic.
Color will last long time.

Winner will get 5 pcs Chains in random style ( all classic chains)
This bid is for 5pcs of necklaces in random style.

The parcel I sent will be with extra gift,like a pair of earrings, rings or necklaces by random. And Jewelry Box is available free of charge!",New,,White Gold Plated,53273320,,,,1,799.0,999.0,,0.0,,,,,,,10,,,https://images.tophatter.com/aefafe596af336aeb4d8d9603eb45c1b/large.jpg,https://images.tophatter.com/35e1ebd27494c761981e9c17113fac9d/large.jpg,https://images.tophatter.com/6e27fde7257d27d84563e840bc25a1ac/large.jpg,https://images.tophatter.com/ce378f2f2e0dbe07f5c02aad17e25ff2/large.jpg,,Enabled,100+,125,0
43818945,Jewelry | Jewelry,"Classic 4 prong Solitaire Engagement Ring, Man Made Sapphire Simulant, Wedding / Bridal / Promise Ring, White Gold Filled","?	Handmade item
?	Occasion: Engagement
?	Primary color: Red/Green/Blue/Black/Pink
?	Materials: Man Made Sapphire Simulant, 925 Sterling Silver, White Gold Filled
 
This breathtaking piece has been hand-crafted with a brilliant man-made Sapphire. We use the finest simulated Sapphires that have been cut using the highest quality standards and have more facets to achieve the eye-catching sparkle that sets them apart. Superior cutting, faceting and polishing techniques ensure that the Sapphire stimulant reflects light and shines, just like a perfect Sapphire should.

Our Sapphire simulants are cut to reflect the beauty and sparkle of a perfect D color flawless natural Sapphire. Man-made or lab made Sapphires are any type of Sapphires that are not natural. While they will not test as real with any Sapphire tester, our man-made Sapphires are brilliantly crafted to simulate the refractive index and sparkle of a perfect natural Sapphire that will last a long time, when properly cared for.

¡ô Stone Dimensions: 6x8mm
¡ô Style: 4 Prong Solitaire
¡ô Approximate Band Width: 2mm
¡ô Shape: Brilliant Cut
¡ô Stone: Flawless D Color Man Made Sapphire Simulant


Ring Size: If your size is not available, we may be able to custom size it for you. Please contact us for more information and pricing.",New with Tags,,White Gold Filled,43818945,,,,1,45.0,1589.0,,0.0,,,,,,,14,,,https://images.tophatter.com/eb6765a93be086ecefe23b8608ee529f/large.jpg,https://images.tophatter.com/78e84542d3d3f3110f3a1c80b0b323a3/large.jpg,https://images.tophatter.com/de933fca6f91c4b5af90df6aae2f296e/large.jpg,https://images.tophatter.com/ece2abd3774d3cc16ff85268ae3598cf/large.jpg,,Enabled,1k+,416,4.5
48115772,Jewelry | Jewelry,925 Sterling Silver ***WEDDING BRIDAL RING SET*** 2 Piece Size 7 or 8,925 Sterling Silver ***WEDDING BRIDAL RING SET*** 2 Piece Size 7 or 8,New,,Sterling Silver,48115772,,,,1,29.0,300.0,,0.0,,,,,,,19,,,https://images.tophatter.com/7b4fbf1106742d248b1f8360152fbd0d/large.jpg,https://images.tophatter.com/b697ab2c4d4ca35e93e7970f9fe190cc/large.jpg,https://images.tophatter.com/1a4993150e476e374cbd8ec50119c7ea/large.jpg,https://images.tophatter.com/02c4ca8dba51fcd5ff56f9961603037e/large.jpg,,Enabled,70+,118,4.5
53902691,Jewelry | Jewelry,Fine 18Kt Rose Gold *OPAL CRYSTAL PEACOCK* Necklace & Earring Wedding Jewelry Set,"Fine 18Kt Rose Gold *OPAL CRYSTAL PEACOCK* Necklace & Earring Wedding Jewelry Set

You Receive
1 Pr Earrings
1 Necklace



Fabulous and Unique. If that is your personality, then this show piece is for you!",New,,Rose Gold Filled,53902691,,,,1,79.0,799.0,,5.0,,,,,,,25,,,https://images.tophatter.com/0a35d8455c3f183703b51dc61c3466d6/large.jpg,https://images.tophatter.com/2195b13d32643ae36d521948160f4f69/large.jpg,https://images.tophatter.com/fea674610523dd5a93c58c126f0a2b10/large.jpg,https://images.tophatter.com/8a003f09c73fc50e2db9520d07e6005b/large.jpg,,Enabled,0,36,0
54261241,Jewelry | Jewelry,925 Sterling Silver Blue Crystal Bagett Ring Size 7-9,925 Sterling Silver Blue Crystal Bagett Ring Size 7-9,New,,Sterling Silver,54261241,,,,1,29.0,300.0,,5.0,,,,,,,19,,,https://images.tophatter.com/768e6e4510bccc929bad572a506bd845/large.jpg,https://images.tophatter.com/ad8731b44f0288a71467587ec23ecef3/large.jpg,https://images.tophatter.com/d0a3a991f51e74487d58b862672c78e9/large.jpg,https://images.tophatter.com/898a14ea3d175a536927f7687c8edc18/large.jpg,,Enabled,0,17,0
53831918,Jewelry | Jewelry,Genuine 100% 925 Sterling Silver Rings Hot Heart 2.75ct Laboratory Created Rainbow AAA CZ Engagement Wedding Ring for Women,"Features:
Condition: 100% brand new and high quality

This ring stunningly beautiful brings so much compliments from everyone around because it so unique. It will put a smile in your face. You will just love it! 

100% Brand New And High Quality

Wearing Occasion: Wedding / Engagement / Anniversary / Propose

Package Included: 1 x ring",New,,Sterling Silver,53831918,,,,1,185.0,259.0,,0.0,,,,,,,30,,,https://images.tophatter.com/13ba9b9465f04eacedee270fb61e7582/large.jpg,https://images.tophatter.com/330b9665614baee083ac462dc2774e8b/large.jpg,https://images.tophatter.com/8ab72ef43134bb2c73f0545a5cccd661/large.jpg,https://images.tophatter.com/a658b4af8b30cfc1833181f74cb4c7b5/large.jpg,,Enabled,400+,272,0
23422648,Jewelry | Jewelry,Luxurious HandCrafted 18KT White Gold Over Brass 5.00 Carat Genuine Amethyst Pear-Shaped Ring - Signature Collection,"Crafted of 18KT White Gold over brass, Features genuine amethyst: 5 carats total Weight, AAA Quality",New,,White Gold Plated,23422648,,,,1,20.0,,,3.0,,,,,,,6,,,https://images.tophatter.com/cb8e0f016f5d06606ede89861fdbf9cc/large.jpg,https://images.tophatter.com/db9cfbc677ab651fc3b37430b53f3469/large.jpg,https://images.tophatter.com/7da8f1e879a26d71c079f29be1698388/large.jpg,https://images.tophatter.com/809b1fc83053a39703ff834d96fef89a/large.jpg,,Enabled,1k+,271,4.5
33492027,Jewelry | Jewelry,14k Gold Filled Cuban Bracelet,14k Gold Filled Cuban Bracelet,New,,Yellow Gold Filled,33492027,,,,1,20.0,400.0,,3.0,,,,,,,,,,https://images.tophatter.com/ec5643daa62eb64796a3dcad5915b451/large.jpg,,,,,Enabled,90+,689,4.5
49675185,Jewelry | Jewelry,Limited Availability!!! Great Classic Round Cut Champagne CZ  Ring Women Men Jewelry Party Gift,"Features:
Condition: 100% brand new and high quality

This ring stunningly beautiful brings so much compliments from everyone around because it so unique. It will put a smile in your face. You will just love it! 

Package: 1x ring",New,,Sterling Silver,49675185,,,,1,35.0,359.0,,0.0,,,,,,,30,,,https://images.tophatter.com/2ec8e8bd8a13862ef7230865037b0906/large.jpg,https://images.tophatter.com/9d299c2fac8f312d5350894c56e5c845/large.jpg,https://images.tophatter.com/71d2e65355d7de05eb5d849fe324caa5/large.jpg,https://images.tophatter.com/826f6d0c54fa51089e64053cdbdfc76a/large.jpg,,Enabled,200+,104,4.5
52677326,Jewelry | Jewelry,6 Pairs/Set White Eight Heart Eight Arrows Round Zircon Earrings,"Earring Type: Stud Earrings 
Item Type: Earrings 
Style: Trendy 
Back Finding: Push-back 
Metals Type: Stainless Steel",New,,Stainless Steel,52677326,,,,1,8.0,99.0,,0.0,,,,,,,12,,,https://images.tophatter.com/f88f3379b469896d1539285af6b7a66d/large.jpg,https://images.tophatter.com/582e27aeba791e9b4181479565dcefb4/large.jpg,https://images.tophatter.com/d2fc806dc464bd1045a2c930e1f62bcb/large.jpg,https://images.tophatter.com/5fa56eb3d0eee552bccb5f0ab53294e1/large.jpg,,Enabled,30+,77,0
54105128,Jewelry | Jewelry,European Charm Beads Bracelet & Bangle Authentic Crystal Chain Bracelets for Women Girls DIY Silver Color Jewelry,"Material: Alloy +Murano glass+Crystal 
Length:20cm 
Wearing Occasion: Wedding / Engagement / Anniversary / Propose/Party/Gift 
Gift for: Girl friend / Wife / Mom/Yourself/Lover/Best friends 
Packaging:Each on OPP Bag 
This jewelry accord with the environmental requiremen",New,,White Gold Plated,54105128,,,,1,13.0,129.0,,0.0,,,,,,,18,,,https://images.tophatter.com/9b15463a6722ad881c0d068080db2b37/large.jpg,https://images.tophatter.com/d2be768b2aaf1f7d7be967c8855a3af1/large.jpg,https://images.tophatter.com/ae1a761f6a6fbca9c89452b6ab11537e/large.jpg,,,Enabled,0,33,0
17752559,Jewelry | Jewelry,"925 Sterling Silver Ajustable Ring£¬Cultured Freshwater Pearl  Ring £¬Engagement Ring, Gift for her, Promise Ring, Push Present, Anniversary Gift","1.Pearl Type:Freshwater cultured pearl
2.Material:925 silver
3.Pearl Size:8-9mm
4.Pearl Color:Natural White
5.Pearl Shape:Button
6.Pearl Grade:AAA+
We are in the township of the Chinese freshwater pearls, Shanxiahu town of Zhuji City, Zhejiang Province, China, we promise, all of the pearl jewelry our shop sold  is 100% natural freshwater pearls.

This Ring is so lovely,it is suitable to be women's gift,christmas gift ,birthday's gift and so on. If you want have a your own pearl jewely,This one will be your good choices.

This shop all products of the starting price of more than $1,because You get what you pay for,Thank you for your understanding.

If you are not sure if you really need it, please don't auction it, because there are other people who love it, and waiting for it.

Packing£ºTransparent plastic box",New,,Sterling Silver,17752559,,,,1,25.0,158.0,,5.0,,,,,,,10,,,https://images.tophatter.com/3c42bac4c90c6eb935664797f3df27c6/large.jpg,https://images.tophatter.com/339cdb264bfb5f4f8212c87095ef7cb8/large.jpg,https://images.tophatter.com/977b625c2d6fc36fe8f8edaf0f3888f9/large.jpg,,,Enabled,800+,170,4.5
51413080,Jewelry | Jewelry,Fashion Sterling Silver Bracelets CZ V Shape Bracelets for Women,"Item Type: Bracelets
Gender: Women
Metals Type: Sterling Silver
Quality: AAAA+
Occasion: Wedding/Party/Engagement
Length: 17.5cm",New,,Sterling Silver,51413080,,,,1,15.0,999.0,,0.0,,,,,,,,,,https://images.tophatter.com/c7c45133713db1da4ff40bf6a4921264/large.jpg,https://images.tophatter.com/15eaa522d1de7264c75ba3e1fc49af35/large.jpg,https://images.tophatter.com/8c30d30f7c6dfa496fb7804343b1f1fe/large.jpg,https://images.tophatter.com/f773132b359ef62e89ada967c74de610/large.jpg,,Enabled,1k+,246,4.5
49286318,Jewelry | Jewelry,1961 (M&M Boys) Mickey Mantle & Roger Maris New York Yankees World Series Ring Size 11,"1961 (M&M Boys) Mickey Mantle & Roger Maris New York Yankees World Series Ring Size 11

This amazing piece of history is clad in 24Kt Gold and is size 11

The 1961 season was notable for the race between center fielder Mickey Mantle and right fielder Roger Maris to break Babe Ruth's record of 60 home runs in a season (set in 1927). Maris eventually broke the record, hitting his 61st home run on October 1, the season's final day. During the season, Maris had seven multi-home run games; in a doubleheader against the Chicago White Sox, he hit four home runs.

Nineteen sixty-one was an expansion year, with the American League increasing from eight to ten teams, the first expansion in the 61-year history of the league. The old schedule of 154 games (seven opponents multiplied by 22 games apiece) was replaced by 162 games (nine opponents multiplied by 18 games apiece) which led to some controversy due to the eight extra games that Maris had to try to hit 61. Maris' major league record stood for 37 years, three years longer than Ruth's, before it was broken by Mark McGwire of the St. Louis Cardinals in 1998. However, Maris' 61 home runs remains the American League single season record.

In addition to the individual exploits of Maris and Mantle, the '61 Yankees hit a major league record 240 home runs. The record stood until 1996 when the Baltimore Orioles, with the added benefit of the designated hitter, hit 257 home runs as a team.",New,,Yellow Gold Filled,49286318,,,,1,89.0,899.0,,6.0,,,,,,,25,,,https://images.tophatter.com/438e875de1e5797154d1f2090d7c5b0c/large.jpg,https://images.tophatter.com/19f9d105897cd18f7ebfae9e77cfafad/large.jpg,https://images.tophatter.com/b00fa3e59d26f2a3a78a7e33651992c6/large.jpg,https://images.tophatter.com/a10d801e5160ccfc0787a92574b236a2/large.jpg,,Enabled,0,19,4.0
17709268,Jewelry | Jewelry,925 Sterling Silver  AAA+ 8-9MM Freshwater Cultured Pearl Drop Hook Pearl Earrings,"1.Pearl Type:Freshwater Cultured Pearl
2.Material:925 Silver
3.Pearl Size:8-9mm
4.Pearl Color:Natural White
5.Pearl Shape:Drop
6.Pearl Grade:AAA+

We are in the township of the Chinese freshwater pearls, Shanxiahu town of Zhuji City, Zhejiang Province, China, we promise, our shop sold all of the pearl jewelry is 100% natural freshwater pearls.

The pair of earrings is so lovely,it is suitable to be women's gift,christmas gift ,birthday's gift and so on. If you want have a your own pearl jewely,This one will be your good choices.

This shop all products of the starting price of more than $1,because You get what you pay for,Thank you for your understanding.

If you are not sure if you really need it, please don't auction it, because there are other people who love it, and waiting for it.

Packing:Transparent Plastic Box",New,,Sterling Silver,17709268,,,,1,26.0,165.0,,5.0,,,,,,,10,,,https://images.tophatter.com/2d717526332918ee7c34fea3556d838e/large.jpg,https://images.tophatter.com/f837535d4eaccfc80cd165672d016384/large.jpg,https://images.tophatter.com/9687c58da20c4f4028faec14202827ed/large.jpg,,,Enabled,400+,157,4.5
